state,date,cum_covid_cases,cum_covid_deaths,cum_one_vax_dose,covid_cases,covid_deaths,one_vax_dose
New Hampshire,2021-08-15,102901,1395,893628,1239,6,5911
New Hampshire,2021-08-22,104571,1397,902245,1670,2,8617
New Hampshire,2021-08-29,106525,1415,909747,1954,18,7502
New Hampshire,2021-09-05,108713,1426,919871,2188,11,10124
New Hampshire,2021-09-12,111111,1441,925273,2398,15,5402
New Hampshire,2021-09-19,114322,1457,933379,3211,16,8106
New Hampshire,2021-09-26,117454,1472,939341,3132,15,5962
New Hampshire,2021-10-03,120763,1481,954715,3309,9,15374
New Hampshire,2021-10-10,124208,1497,973014,3445,16,18299
New Hampshire,2021-10-17,128047,1520,987473,3839,23,14459
New Hampshire,2021-10-24,131790,1543,1004338,3743,23,16865
New Hampshire,2021-10-31,132441,1544,1034011,651,1,29673
New Hampshire,2021-11-07,139324,1597,1067577,6883,53,33566
New Hampshire,2021-11-14,144626,1622,1095694,5302,25,28117
New Hampshire,2021-11-21,150813,1662,1142149,6187,40,46455
New Hampshire,2021-11-28,155711,1683,1173089,4898,21,30940
New Hampshire,2021-12-05,165574,1739,1211166,9863,56,38077
New Hampshire,2021-12-12,174456,1781,1245449,8882,42,34283
New Hampshire,2021-12-19,183056,1836,1284096,8600,55,38647
New Hampshire,2021-12-26,189987,1877,1321160,6931,41,37064
New Hampshire,2022-01-02,198667,1961,1346008,8680,84,24848
New Hampshire,2022-01-09,214572,2019,1365874,15905,58,19866
New Hampshire,2022-01-16,235898,2079,1392070,21326,60,26196
New Hampshire,2022-01-23,257795,2135,1416334,21897,56,24264
New Hampshire,2022-01-30,272492,2205,1432504,14697,70,16170
New Hampshire,2022-02-06,281300,2246,1444882,8808,41,12378
New Hampshire,2022-02-13,288191,2294,1452562,6891,48,7680
New Hampshire,2022-02-20,293697,2333,1461108,5506,39,8546
New Hampshire,2022-02-27,297729,2373,1465389,4032,40,-129238
New Hampshire,2022-03-06,299213,2402,1363484,1484,29,31614
New Hampshire,2022-03-13,300185,2415,1370832,972,13,-42424
New Hampshire,2022-03-20,300941,2434,1322470,756,19,1410
New Hampshire,2022-03-27,301777,2445,1322814,836,11,-123973
New Hampshire,2022-04-03,302541,2452,1226319,764,7,27822
New Hampshire,2022-04-10,303755,2458,1229701,1214,6,3382
New Hampshire,2022-04-17,305411,2464,1231984,1656,6,-49815
New Hampshire,2022-04-24,307528,2475,1193552,2117,11,13666
New Hampshire,2022-05-01,309982,2480,1195804,2454,5,2252
New Hampshire,2022-05-08,313288,2487,1199216,3306,7,3412
New Hampshire,2022-05-15,316691,2500,1204241,3403,13,5025
New Hampshire,2022-05-22,320445,2515,1206274,3754,15,2033
New Hampshire,2022-05-29,324373,2534,1209045,3928,19,2771
New Hampshire,2022-06-05,326610,2543,1210610,2237,9,1565
New Hampshire,2022-06-12,328319,2562,1212253,1709,19,1643
New Hampshire,2022-06-19,329685,2570,1212787,1366,8,534
New Hampshire,2022-06-26,330829,2574,1215544,1144,4,2757
New Hampshire,2022-07-03,332364,2586,1218109,1535,12,2565
New Hampshire,2022-07-10,333789,2602,1219610,1425,16,1501
New Hampshire,2022-07-17,335462,2609,1221149,1673,7,1539
New Hampshire,2022-07-24,336445,2618,1223181,983,9,2032
New Hampshire,2022-07-31,338303,2627,1224371,1858,9,1190
New Hampshire,2022-08-07,339766,2634,1226307,1463,7,1936
New Hampshire,2022-08-14,341139,2640,1227994,1373,6,1687
New Hampshire,2022-08-21,342465,2647,1230037,1326,7,2043
New Hampshire,2022-08-28,343491,2657,1230666,1026,10,629
New Hampshire,2022-09-04,344823,2662,1233297,1332,5,2631
New Hampshire,2022-09-11,346011,2671,1233550,1188,9,253
New Hampshire,2022-09-18,347209,2682,1237971,1198,11,4421
New Hampshire,2022-09-25,348898,2692,1242134,1689,10,4163
New Hampshire,2022-10-02,350353,2705,1242134,1455,13,-99941
New Hampshire,2022-10-09,351929,2709,1147786,1576,4,5593
New Hampshire,2022-10-16,353387,2715,1151307,1458,6,3521
New Hampshire,2022-10-23,355434,2731,1152357,2047,16,1050
New Hampshire,2022-10-30,356867,2745,1170328,1433,14,17971
New Hampshire,2022-11-06,357999,2769,1171475,1132,24,1147
New Hampshire,2022-11-13,359019,2783,1172502,1020,14,1027
New Hampshire,2022-11-20,359898,2799,1173309,879,16,807
New Hampshire,2022-11-27,360478,2806,1173958,580,7,649
New Hampshire,2022-12-04,361890,2823,1174257,1412,17,299
New Hampshire,2022-12-11,363029,2832,1185542,1139,9,11285
New Hampshire,2022-12-18,364531,2842,1186992,1502,10,1450
New Hampshire,2022-12-25,366116,2851,1189174,1585,9,2182
New Hampshire,2023-01-01,367542,2856,1189602,1426,5,428
New Hampshire,2023-01-08,369368,2873,1189842,1826,17,240
New Hampshire,2023-01-15,370924,2899,1190147,1556,26,305
New Hampshire,2023-01-22,372121,2920,1195991,1197,21,5844
New Hampshire,2023-01-29,372918,2932,1196779,797,12,788
New Hampshire,2023-02-05,373867,2949,1197519,949,17,740
New Hampshire,2023-02-12,374983,2968,1198541,1116,13,1022
New Hampshire,2023-02-19,375922,2973,1198924,939,11,383
New Hampshire,2023-02-26,376862,2987,1199395,940,14,471
New Hampshire,2023-03-05,377661,2995,1199782,799,8,387
New Hampshire,2023-03-12,378428,3003,1199782,767,8,0
New Jersey,2020-01-26,0,0,0,0,0,0
New Jersey,2020-02-02,0,0,0,0,0,0
New Jersey,2020-02-09,0,0,0,0,0,0
New Jersey,2020-02-16,0,0,0,0,0,0
New Jersey,2020-02-23,0,0,0,0,0,0
New Jersey,2020-03-01,0,0,0,0,0,0
New Jersey,2020-03-08,5,0,0,5,0,0
New Jersey,2020-03-15,72,2,0,67,2,0
New Jersey,2020-03-22,1914,29,0,1842,27,0
New Jersey,2020-03-29,13386,219,0,11472,190,0
New Jersey,2020-04-05,37505,1185,0,24119,966,0
New Jersey,2020-04-12,61850,3096,0,24345,1911,0
New Jersey,2020-04-19,85301,5505,0,23451,2409,0
New Jersey,2020-04-26,109038,7330,0,23737,1825,0
New Jersey,2020-05-03,126763,9456,0,17725,2126,0
New Jersey,2020-05-10,138823,10962,0,12060,1506,0
New Jersey,2020-05-17,146653,12118,0,7830,1156,0
New Jersey,2020-05-24,154402,12927,0,7749,809,0
New Jersey,2020-05-31,160760,13518,0,6358,591,0
New Jersey,2020-06-07,164593,14016,0,3833,498,0
New Jersey,2020-06-14,167425,14515,0,2832,499,0
New Jersey,2020-06-21,169843,14802,0,2418,287,0
New Jersey,2020-06-28,172066,14975,0,2223,173,0
New Jersey,2020-07-05,174524,15211,0,2458,236,0
New Jersey,2020-07-12,176708,15525,0,2184,314,0
New Jersey,2020-07-19,178523,15706,0,1807,181,0
New Jersey,2020-07-26,181415,15787,0,2900,81,0
New Jersey,2020-08-02,184709,15836,0,3294,49,0
New Jersey,2020-08-09,187399,15874,0,2690,38,0
New Jersey,2020-08-16,190372,15912,0,2973,38,0
New Jersey,2020-08-23,192691,15946,0,2319,34,0
New Jersey,2020-08-30,195098,15953,0,2407,-9,0
New Jersey,2020-09-06,197871,15989,0,2773,52,0
New Jersey,2020-09-13,200795,16031,0,2924,42,0
New Jersey,2020-09-20,204291,16067,0,3496,36,0
New Jersey,2020-09-27,208617,16106,0,4326,39,0
New Jersey,2020-10-04,213934,16140,0,5317,30,0
New Jersey,2020-10-11,220111,16174,0,6177,38,0
New Jersey,2020-10-18,227470,16211,0,7359,37,0
New Jersey,2020-10-25,238243,16285,0,10773,74,0
New Jersey,2020-11-01,252263,16354,0,14020,69,0
New Jersey,2020-11-08,271246,16429,0,18983,75,0
New Jersey,2020-11-15,300283,16566,0,29037,137,0
New Jersey,2020-11-22,331394,16761,0,31111,195,0
New Jersey,2020-11-29,364047,16978,0,32653,217,0
New Jersey,2020-12-06,403128,17321,0,39081,343,0
New Jersey,2020-12-13,440464,17751,0,37336,430,0
New Jersey,2020-12-20,476776,18194,0,36312,443,0
New Jersey,2020-12-27,509765,18630,0,32989,436,0
New Jersey,2021-01-03,545450,19208,0,35685,578,0
New Jersey,2021-01-10,584828,19854,0,39378,646,0
New Jersey,2021-01-17,627221,20439,0,42393,585,0
New Jersey,2021-01-24,662808,20951,0,35587,512,0
New Jersey,2021-01-31,696829,21484,0,34021,533,0
New Jersey,2021-02-07,722167,21989,0,25338,505,0
New Jersey,2021-02-14,745987,22454,1009463,23820,465,1009463
New Jersey,2021-02-21,766405,22858,1206106,20418,404,196643
New Jersey,2021-02-28,789356,23252,1385622,22951,394,179516
New Jersey,2021-03-07,812609,23574,1712715,23253,322,327093
New Jersey,2021-03-14,837861,23903,2090835,25252,329,378120
New Jersey,2021-03-21,865886,24174,2430590,28025,271,339755
New Jersey,2021-03-28,896652,24389,2774867,30766,215,344277
New Jersey,2021-04-04,927195,24637,3173887,30543,248,399020
New Jersey,2021-04-11,953490,24870,3619470,26295,233,445583
New Jersey,2021-04-18,978853,25143,4035544,25363,273,416074
New Jersey,2021-04-25,997891,25380,4362697,19038,237,327153
New Jersey,2021-05-02,1000010,25600,4615887,2119,220,253190
New Jersey,2021-05-09,1007894,25801,4784711,7884,201,168824
New Jersey,2021-05-16,1010759,25961,4957429,2865,160,172718
New Jersey,2021-05-23,1014088,26091,5157479,3329,130,200050
New Jersey,2021-05-30,1016135,26207,5324458,2047,116,166979
New Jersey,2021-06-06,1017904,26279,5423245,1769,72,98787
New Jersey,2021-06-13,1019563,26330,5550116,1659,51,126871
New Jersey,2021-06-20,1021182,26374,5647708,1619,44,97592
New Jersey,2021-06-27,1022830,26437,5720796,1648,63,-108442
New Jersey,2021-07-04,1024225,26473,5610958,1395,36,71692
New Jersey,2021-07-11,1026071,26505,5663676,1846,32,52718
New Jersey,2021-07-18,1028931,26539,5718426,2860,34,54750
New Jersey,2021-07-25,1033712,26575,5785185,4781,36,66759
New Jersey,2021-08-01,1040281,26607,5862753,6569,32,77568
New Jersey,2021-08-08,1049222,26650,5944452,8941,43,81699
New Jersey,2021-08-15,1060934,26695,6025025,11712,45,80573
New Jersey,2021-08-22,1074306,26752,6106240,13372,57,81215
New Jersey,2021-08-29,1088330,26849,6184301,14024,97,78061
New Jersey,2021-09-05,1102488,26948,6257106,14158,99,72805
New Jersey,2021-09-12,1117506,27058,6312003,15018,110,54897
New Jersey,2021-09-19,1133228,27190,6370715,15722,132,58712
New Jersey,2021-09-26,1147199,27328,6407452,13971,138,36737
New Jersey,2021-10-03,1159632,27472,6451817,12433,144,44365
New Jersey,2021-10-10,1171573,27597,6509621,11941,125,57804
New Jersey,2021-10-17,1181284,27725,6554575,9711,128,44954
New Jersey,2021-10-24,1189496,27851,6603866,8212,126,49291
New Jersey,2021-10-31,1198917,27972,6662856,9421,121,58990
New Jersey,2021-11-07,1207469,28085,6719157,8552,113,56301
New Jersey,2021-11-14,1218406,28172,6818373,10937,87,99216
New Jersey,2021-11-21,1231968,28254,6924027,13562,82,105654
New Jersey,2021-11-28,1247213,28339,6966872,15245,85,42845
New Jersey,2021-12-05,1272728,28457,7095713,25515,118,128841
New Jersey,2021-12-12,1303443,28576,7193730,30715,119,98017
New Jersey,2021-12-19,1345717,28714,7291727,42274,138,97997
New Jersey,2021-12-26,1443915,28861,7372538,98198,147,80811
New Jersey,2022-01-02,1623096,29056,7450270,179181,195,77732
New Jersey,2022-01-09,1843677,29456,7535630,220581,400,85360
New Jersey,2022-01-16,1994502,30089,7617639,150825,633,82009
New Jersey,2022-01-23,2067692,30759,7697644,73190,670,80005
New Jersey,2022-01-30,2109783,31412,7760320,42091,653,62676
New Jersey,2022-02-06,2131015,31966,7807884,21232,554,47564
New Jersey,2022-02-13,2145147,32380,7843568,14132,414,35684
New Jersey,2022-02-20,2155400,32647,7873976,10253,267,30408
New Jersey,2022-02-27,2166758,32894,7899280,11358,247,25304
New Jersey,2022-03-06,2174473,33011,7921189,7715,117,21909
New Jersey,2022-03-13,2181398,33106,7937292,6925,95,16103
New Jersey,2022-03-20,2188228,33169,7949384,6830,63,12092
New Jersey,2022-03-27,2195320,33211,7960541,7092,42,11157
New Jersey,2022-04-03,2202817,33245,7972525,7497,34,11984
New Jersey,2022-04-10,2215685,33298,7986656,12868,53,14131
New Jersey,2022-04-17,2229976,33337,8001010,14291,38,14354
New Jersey,2022-04-24,2244918,33376,8012883,14942,40,11873
New Jersey,2022-05-01,2263991,33430,8024880,19073,54,11997
New Jersey,2022-05-08,2288950,33488,8036347,24959,58,11467
New Jersey,2022-05-15,2322204,33545,8048767,33254,57,12420
New Jersey,2022-05-22,2356577,33610,8061011,34373,65,12244
New Jersey,2022-05-29,2385951,33693,8073873,29374,83,12862
New Jersey,2022-06-05,2415000,33764,8081034,29049,71,7161
New Jersey,2022-06-12,2437531,33852,8090648,22531,88,9614
New Jersey,2022-06-19,2456359,33929,8096663,18828,77,6015
New Jersey,2022-06-26,2476558,34003,8103251,20199,74,6588
New Jersey,2022-07-03,2495905,34064,8116207,19347,61,12956
New Jersey,2022-07-10,2520736,34109,8126294,24831,45,10087
New Jersey,2022-07-17,2545959,34159,8137665,25223,50,11371
New Jersey,2022-07-24,2572621,34218,8151495,26662,59,13830
New Jersey,2022-07-31,2597675,34266,8163192,25054,48,11697
New Jersey,2022-08-07,2620049,34337,8172158,22374,71,8966
New Jersey,2022-08-14,2639310,34404,8181628,19261,67,9470
New Jersey,2022-08-21,2656123,34461,8190571,16813,57,8943
New Jersey,2022-08-28,2671559,34529,8199257,15436,68,8686
New Jersey,2022-09-04,2685083,34583,8207531,13524,54,8274
New Jersey,2022-09-11,2698100,34627,8210813,13017,44,3282
New Jersey,2022-09-18,2712160,34672,8212432,14060,45,1619
New Jersey,2022-09-25,2729699,34716,8232301,17539,44,19869
New Jersey,2022-10-02,2745092,34750,8243579,15393,34,11278
New Jersey,2022-10-09,2758726,34791,8256644,13634,41,13065
New Jersey,2022-10-16,2770918,34822,8267888,12192,31,11244
New Jersey,2022-10-23,2782828,34860,8280181,11910,38,12293
New Jersey,2022-10-30,2795396,34904,8291708,12348,44,11527
New Jersey,2022-11-06,2809400,34938,8304839,14224,34,13131
New Jersey,2022-11-13,2817595,34986,8315477,8195,48,10638
New Jersey,2022-11-20,2828391,35044,8326664,10796,58,11187
New Jersey,2022-11-27,2835549,35079,8336916,7158,35,10252
New Jersey,2022-12-04,2854044,35161,8342750,18495,82,5834
New Jersey,2022-12-11,2870859,35235,8350314,16815,74,7564
New Jersey,2022-12-18,2888863,35323,8358862,18004,88,8548
New Jersey,2022-12-25,2908732,35425,8366725,19869,102,7863
New Jersey,2023-01-01,2926834,35510,8372496,18102,85,5771
New Jersey,2023-01-08,2948929,35589,8378969,22095,79,6473
New Jersey,2023-01-15,2967500,35670,8385689,18571,81,6720
New Jersey,2023-01-22,2981852,35725,8391281,14352,55,5592
New Jersey,2023-01-29,2995906,35774,8395828,14054,49,4547
New Jersey,2023-02-05,3008421,35821,8399670,12515,47,3842
New Jersey,2023-02-12,3021244,35866,8402715,12823,45,3045
New Jersey,2023-02-19,3031258,35918,8405637,10014,52,2922
New Jersey,2023-02-26,3038713,35950,8408364,7455,32,2727
New Jersey,2023-03-05,3044969,35991,8411065,6256,41,2701
New Jersey,2023-03-12,3048984,36015,8411065,4015,24,0
New Mexico,2020-01-26,0,0,0,0,0,0
New Mexico,2020-02-02,0,0,0,0,0,0
New Mexico,2020-02-09,0,0,0,0,0,0
New Mexico,2020-02-16,0,0,0,0,0,0
New Mexico,2020-02-23,0,0,0,0,0,0
New Mexico,2020-03-01,0,0,0,0,0,0
New Mexico,2020-03-08,0,0,0,0,0,0
New Mexico,2020-03-15,13,0,0,13,0,0
New Mexico,2020-03-22,57,0,0,44,0,0
New Mexico,2020-03-29,237,2,0,180,2,0
New Mexico,2020-04-05,624,12,0,387,10,0
New Mexico,2020-04-12,1245,26,0,621,14,0
New Mexico,2020-04-19,1845,55,0,600,29,0
New Mexico,2020-04-26,2726,99,0,881,44,0
New Mexico,2020-05-03,3850,151,0,1124,52,0
New Mexico,2020-05-10,4863,200,0,1013,49,0
New Mexico,2020-05-17,5938,265,0,1075,65,0
New Mexico,2020-05-24,6943,317,0,1005,52,0
New Mexico,2020-05-31,7689,356,0,746,39,0
New Mexico,2020-06-07,8940,396,0,1251,40,0
New Mexico,2020-06-14,9723,435,0,783,39,0
New Mexico,2020-06-21,10565,469,0,842,34,0
New Mexico,2020-06-28,11809,492,0,1244,23,0
New Mexico,2020-07-05,13256,513,0,1447,21,0
New Mexico,2020-07-12,15028,545,0,1772,32,0
New Mexico,2020-07-19,16971,571,0,1943,26,0
New Mexico,2020-07-26,19042,614,0,2071,43,0
New Mexico,2020-08-02,21016,654,0,1974,40,0
New Mexico,2020-08-09,22315,685,0,1299,31,0
New Mexico,2020-08-16,23408,714,0,1093,29,0
New Mexico,2020-08-23,24396,745,0,988,31,0
New Mexico,2020-08-30,25283,770,0,887,25,0
New Mexico,2020-09-06,26107,803,0,824,33,0
New Mexico,2020-09-13,26761,823,0,654,20,0
New Mexico,2020-09-20,27579,849,0,818,26,0
New Mexico,2020-09-27,28844,870,0,1265,21,0
New Mexico,2020-10-04,30477,892,0,1633,22,0
New Mexico,2020-10-11,32983,911,0,2506,19,0
New Mexico,2020-10-18,36788,934,0,3805,23,0
New Mexico,2020-10-25,41863,967,0,5075,33,0
New Mexico,2020-11-01,47232,1026,0,5369,59,0
New Mexico,2020-11-08,54881,1118,0,7649,92,0
New Mexico,2020-11-15,64201,1215,0,9320,97,0
New Mexico,2020-11-22,81896,1383,0,17695,168,0
New Mexico,2020-11-29,95417,1540,0,13521,157,0
New Mexico,2020-12-06,108088,1749,0,12671,209,0
New Mexico,2020-12-13,119800,1957,0,11712,208,0
New Mexico,2020-12-20,129993,2171,0,10193,214,0
New Mexico,2020-12-27,137968,2346,0,7975,175,0
New Mexico,2021-01-03,146394,2551,0,8426,205,0
New Mexico,2021-01-10,156157,2749,0,9763,198,0
New Mexico,2021-01-17,163637,2932,0,7480,183,0
New Mexico,2021-01-24,169205,3145,0,5568,213,0
New Mexico,2021-01-31,174064,3283,0,4859,138,0
New Mexico,2021-02-07,177556,3399,0,3492,116,0
New Mexico,2021-02-14,180571,3529,283655,3015,130,283655
New Mexico,2021-02-21,182789,3624,396109,2218,95,112454
New Mexico,2021-02-28,185132,3716,450558,2343,92,54449
New Mexico,2021-03-07,186922,3808,519972,1790,92,69414
New Mexico,2021-03-14,188311,3852,591927,1389,44,71955
New Mexico,2021-03-21,189731,3889,677668,1420,37,85741
New Mexico,2021-03-28,191048,3925,757700,1317,36,80032
New Mexico,2021-04-04,192152,3949,843781,1104,24,86081
New Mexico,2021-04-11,193368,3976,920834,1216,27,77053
New Mexico,2021-04-18,194868,4001,992527,1500,25,71693
New Mexico,2021-04-25,196221,4024,1039283,1353,23,46756
New Mexico,2021-05-02,197733,4067,1073708,1512,43,34425
New Mexico,2021-05-09,199333,4098,1105318,1600,31,31610
New Mexico,2021-05-16,200650,4113,1133145,1317,15,27827
New Mexico,2021-05-23,201868,4131,1167850,1218,18,34705
New Mexico,2021-05-30,202821,4263,1206512,953,132,38662
New Mexico,2021-06-06,203472,4280,1220694,651,17,14182
New Mexico,2021-06-13,204044,4297,1238194,572,17,17500
New Mexico,2021-06-20,204698,4316,1266726,654,19,28532
New Mexico,2021-06-27,205290,4335,1290829,592,19,24103
New Mexico,2021-07-04,205715,4344,1325678,425,9,34849
New Mexico,2021-07-11,206252,4354,1335438,537,10,9760
New Mexico,2021-07-18,207189,4379,1345395,937,25,9957
New Mexico,2021-07-25,208487,4397,1357347,1298,18,11952
New Mexico,2021-08-01,210416,4410,1374231,1929,13,16884
New Mexico,2021-08-08,213793,4425,1393328,3377,15,19097
New Mexico,2021-08-15,218569,4446,1410127,4776,21,16799
New Mexico,2021-08-22,223796,4472,1433199,5227,26,23072
New Mexico,2021-08-29,229509,4505,1457191,5713,33,23992
New Mexico,2021-09-05,235390,4552,1480470,5881,47,23279
New Mexico,2021-09-12,239886,4605,1489726,4496,53,9256
New Mexico,2021-09-19,244720,4675,1503071,4834,70,13345
New Mexico,2021-09-26,248788,4749,1513201,4068,74,10130
New Mexico,2021-10-03,253815,4812,1525208,5027,63,12007
New Mexico,2021-10-10,258943,4869,1536800,5128,57,11592
New Mexico,2021-10-17,263755,4930,1547214,4812,61,10414
New Mexico,2021-10-24,268891,4987,1584040,5136,57,36826
New Mexico,2021-10-31,275209,5049,1587247,6318,62,-72520
New Mexico,2021-11-07,282742,5113,1525104,7533,64,13584
New Mexico,2021-11-14,292078,5169,1547553,9336,56,22449
New Mexico,2021-11-21,301937,5263,1578355,9859,94,30802
New Mexico,2021-11-28,308091,5310,1594411,6154,47,16056
New Mexico,2021-12-05,320520,5407,1622069,12429,97,27658
New Mexico,2021-12-12,329778,5472,1644029,9258,65,21960
New Mexico,2021-12-19,336790,5577,1665202,7012,105,21173
New Mexico,2021-12-26,342649,5745,1685265,5859,168,20063
New Mexico,2022-01-02,350043,5855,1696287,7394,110,11022
New Mexico,2022-01-09,369113,5983,1708107,19070,128,11820
New Mexico,2022-01-16,398939,6145,1725960,29826,162,17853
New Mexico,2022-01-23,437934,6259,1756111,38995,114,30151
New Mexico,2022-01-30,470513,6417,1769498,32579,158,13387
New Mexico,2022-02-06,489701,6535,1779094,19188,118,9596
New Mexico,2022-02-13,500516,6658,1787454,10815,123,8360
New Mexico,2022-02-20,507323,6775,1795147,6807,117,7693
New Mexico,2022-02-27,510783,6903,1801854,3460,128,6707
New Mexico,2022-03-06,513311,6972,1806533,2528,69,4679
New Mexico,2022-03-13,515164,7050,1810171,1853,78,3638
New Mexico,2022-03-20,516171,7145,1814031,1007,95,3860
New Mexico,2022-03-27,517206,7206,1817174,1035,61,3143
New Mexico,2022-04-03,517951,7279,1820579,745,73,3405
New Mexico,2022-04-10,518941,7360,1824501,990,81,3922
New Mexico,2022-04-17,519833,7410,1829236,892,50,4735
New Mexico,2022-04-24,521018,7442,1833415,1185,32,4179
New Mexico,2022-05-01,522329,7499,1837743,1311,57,4328
New Mexico,2022-05-08,523940,7556,1841721,1611,57,3978
New Mexico,2022-05-15,526137,7607,1845425,2197,51,3704
New Mexico,2022-05-22,529336,7675,1848906,3199,68,3481
New Mexico,2022-05-29,533867,7778,1852722,4531,103,3816
New Mexico,2022-06-05,538629,7825,1855430,4762,47,2708
New Mexico,2022-06-12,544867,7873,1858801,6238,48,3371
New Mexico,2022-06-19,551614,7883,1860095,6747,10,1294
New Mexico,2022-06-26,558259,7905,1863068,6645,22,2973
New Mexico,2022-07-03,564678,7946,1867238,6419,41,4170
New Mexico,2022-07-10,570866,7963,1870843,6188,17,3605
New Mexico,2022-07-17,577583,8056,1874093,6717,93,3250
New Mexico,2022-07-24,584404,8191,1877996,6821,135,3903
New Mexico,2022-07-31,591041,8246,1881941,6637,55,3945
New Mexico,2022-08-07,596599,8282,1884615,5558,36,2674
New Mexico,2022-08-14,601422,8312,1888322,4823,30,3707
New Mexico,2022-08-21,605490,8347,1891469,4068,35,3147
New Mexico,2022-08-28,609204,8399,1894203,3714,52,2734
New Mexico,2022-09-04,612146,8469,1896696,2942,70,2493
New Mexico,2022-09-11,613896,8483,1898100,1750,14,1404
New Mexico,2022-09-18,615598,8515,1900408,1702,32,2308
New Mexico,2022-09-25,617178,8552,1904158,1580,37,3750
New Mexico,2022-10-02,618683,8567,1908418,1505,15,4260
New Mexico,2022-10-09,620306,8595,1912276,1623,28,3858
New Mexico,2022-10-16,622170,8601,1918348,1864,6,6072
New Mexico,2022-10-23,624419,8620,1923596,2249,19,5248
New Mexico,2022-10-30,627203,8642,1929241,2784,22,5645
New Mexico,2022-11-06,630704,8664,1936526,3501,22,7285
New Mexico,2022-11-13,634520,8677,1942780,3816,13,6254
New Mexico,2022-11-20,639727,8695,1947816,5207,18,5036
New Mexico,2022-11-27,642634,8702,1952940,2907,7,5124
New Mexico,2022-12-04,647984,8702,1955529,5350,0,2589
New Mexico,2022-12-11,652223,8742,1958971,4239,40,3442
New Mexico,2022-12-18,655004,8763,1962381,2781,21,3410
New Mexico,2022-12-25,657140,8788,1965682,2136,25,3301
New Mexico,2023-01-01,659056,8814,1967857,1916,26,2175
New Mexico,2023-01-08,660725,8849,1969913,1669,35,2056
New Mexico,2023-01-15,662301,8891,1972400,1576,42,2487
New Mexico,2023-01-22,663299,8919,1974401,998,28,2001
New Mexico,2023-01-29,664355,8943,1976002,1056,24,1601
New Mexico,2023-02-05,665422,8968,1977281,1067,25,1279
New Mexico,2023-02-12,666445,9001,1978497,1023,33,1216
New Mexico,2023-02-19,667506,9012,1979517,1061,11,1020
New Mexico,2023-02-26,668677,9020,1980329,1171,8,812
New Mexico,2023-03-05,669890,9048,1981228,1213,28,899
New Mexico,2023-03-12,670929,9061,1981228,1039,13,0
New York,2020-01-26,0,0,0,0,0,0
New York,2020-02-02,0,0,0,0,0,0
New York,2020-02-09,0,0,0,0,0,0
New York,2020-02-16,0,0,0,0,0,0
New York,2020-02-23,0,0,0,0,0,0
New York,2020-03-01,0,0,0,0,0,0
New York,2020-03-08,105,0,0,105,0,0
New York,2020-03-15,633,10,0,528,10,0
New York,2020-03-22,15191,249,0,14558,239,0
New York,2020-03-29,59648,1866,0,44457,1617,0
New York,2020-04-05,132700,6612,0,73052,4746,0
New York,2020-04-12,200635,13707,0,67935,7095,0
New York,2020-04-19,251013,18672,0,50378,4965,0
New York,2020-04-26,293575,22841,0,42562,4169,0
New York,2020-05-03,320685,25378,0,27110,2537,0
New York,2020-05-10,339202,27518,0,18517,2140,0
New York,2020-05-17,353002,28848,0,13800,1330,0
New York,2020-05-24,364697,29998,0,11695,1150,0
New York,2020-05-31,373682,30563,0,8985,565,0
New York,2020-06-07,380923,31071,0,7241,508,0
New York,2020-06-14,385797,31437,0,4874,366,0
New York,2020-06-21,390268,31693,0,4471,256,0
New York,2020-06-28,394872,31917,0,4604,224,0
New York,2020-07-05,399776,32082,0,4904,165,0
New York,2020-07-12,404624,32231,0,4848,149,0
New York,2020-07-19,410024,32350,0,5400,119,0
New York,2020-07-26,414945,32463,0,4921,113,0
New York,2020-08-02,419452,32530,0,4507,67,0
New York,2020-08-09,423751,32588,0,4299,58,0
New York,2020-08-16,427912,32649,0,4161,61,0
New York,2020-08-23,432085,32685,0,4173,36,0
New York,2020-08-30,436469,32743,0,4384,58,0
New York,2020-09-06,441748,32821,0,5279,78,0
New York,2020-09-13,446862,32858,0,5114,37,0
New York,2020-09-20,452507,32921,0,5645,63,0
New York,2020-09-27,458605,33127,0,6098,206,0
New York,2020-10-04,467693,33221,0,9088,94,0
New York,2020-10-11,477671,33299,0,9978,78,0
New York,2020-10-18,487719,33389,0,10048,90,0
New York,2020-10-25,499652,33471,0,11933,82,0
New York,2020-11-01,513883,33582,0,14231,111,0
New York,2020-11-08,533797,33735,0,19914,153,0
New York,2020-11-15,566113,33866,0,32316,131,0
New York,2020-11-22,603360,34150,0,37247,284,0
New York,2020-11-29,648641,34406,0,45281,256,0
New York,2020-12-06,714834,34824,0,66193,418,0
New York,2020-12-13,784815,35453,0,69981,629,0
New York,2020-12-20,857083,36256,0,72268,803,0
New York,2020-12-27,932022,37233,0,74939,977,0
New York,2021-01-03,1023897,38239,0,91875,1006,0
New York,2021-01-10,1135592,39450,0,111695,1211,0
New York,2021-01-17,1242561,40809,0,106969,1359,0
New York,2021-01-24,1335695,42144,0,93134,1335,0
New York,2021-01-31,1419907,43450,0,84212,1306,0
New York,2021-02-07,1480224,44657,0,60317,1207,0
New York,2021-02-14,1539870,45700,1949262,59646,1043,1949262
New York,2021-02-21,1591672,46623,2326381,51802,923,377119
New York,2021-02-28,1643867,47417,2588847,52195,794,262466
New York,2021-03-07,1694651,48133,3292632,50784,716,703785
